Mês,Dia,Leitura
NOVEMBRO,24,1 Pedro 1
NOVEMBRO,25,1 Pedro 2
NOVEMBRO,26,1 Pedro 3
NOVEMBRO,27,1 Pedro 4
NOVEMBRO,28,1 Pedro 5
NOVEMBRO,29,2 Pedro 1
NOVEMBRO,30,2 Pedro 2
DEZEMBRO,01,2 Pedro 3
DEZEMBRO,02,1 João 1
DEZEMBRO,03,1 João 2
DEZEMBRO,04,1 João 3
DEZEMBRO,05,1 João 4
DEZEMBRO,06,1 João 5
DEZEMBRO,07,2 João 1
DEZEMBRO,08,3 João 1
DEZEMBRO,09,Judas 1
DEZEMBRO,10,Apocalipse 1
DEZEMBRO,11,Apocalipse 2
DEZEMBRO,12,Apocalipse 3
DEZEMBRO,13,Apocalipse 4
DEZEMBRO,14,Apocalipse 5
DEZEMBRO,15,Apocalipse 6
DEZEMBRO,16,Apocalipse 7
DEZEMBRO,17,Apocalipse 8
DEZEMBRO,18,Apocalipse 9
DEZEMBRO,19,Apocalipse 10
DEZEMBRO,20,Apocalipse 11
DEZEMBRO,21,Apocalipse 12
DEZEMBRO,22,Apocalipse 13
DEZEMBRO,23,Apocalipse 14
DEZEMBRO,24,Apocalipse 15
DEZEMBRO,25,Apocalipse 16
DEZEMBRO,26,Apocalipse 17
DEZEMBRO,27,Apocalipse 18
DEZEMBRO,28,Apocalipse 19
DEZEMBRO,29,Apocalipse 20
DEZEMBRO,30,Apocalipse 21
DEZEMBRO,31,Apocalipse 22
