Mês,Dia,Leitura
ABRIL,07,Rute 1-4
ABRIL,08,1 Samuel 1-3
ABRIL,09,1 Samuel 4-8
ABRIL,10,1 Samuel 9-12
ABRIL,11,1 Samuel 13-14
ABRIL,12,1 Samuel 15-17
ABRIL,13,1 Sm 18-20; Sl 11, 59
ABRIL,14,1 Samuel 21-24
ABRIL,15,1 Samuel 27-31
ABRIL,16,Sl 3-4, 12,13,28, 55
ABRIL,17,2 Samuel 1-3
ABRIL,18,Sl 26, 40, 58, 61-62, 64
ABRIL,19,2 Samuel 19-21
ABRIL,20,2 Sm 5, 38, 41, 42
ABRIL,21,2 Sm 22,23; Sl 57
ABRIL,22,Salmos 95, 97,99
ABRIL,23,2 Sm 24; 1 Cr 21-22; Sl 30
ABRIL,24,Salmos 108-110
ABRIL,25,1 Crônicas 23-25
ABRIL,26,Sl 131, 138-139, 143-145
ABRIL,27,1 Cr 26-29; Sl 127
ABRIL,28,Salmos 111-118
ABRIL,29,1 Reis 1-2; Sl 37, 71, 94
ABRIL,30,Salmos 119
MAIO,01,1 Reis 3-4
MAIO,02,2 Sm 5; 1 Cr 11-12
MAIO,03,Salmos 133
MAIO,04,Salmos 106-107
MAIO,05,1 Reis 6; 2 Cr 3
MAIO,06,2 Sm 7, 15; 1 Cr 17, 24
MAIO,07,Sl 1; 8; 15; 19; 23
MAIO,08,Sl 43; 80; 84; 87
MAIO,09,Sl 6; 32; 38; 51; 60; 103
MAIO,10,Sl 33; 92; 102; 104; 147
MAIO,11,1 Reis 8; 2 Cr 5
MAIO,12,Sl 134; 135; 137; 138; 140-142
MAIO,13,Sl 146; 150; 1 Re 9; 2 Cr 6
MAIO,14,Sl 120; 121; 123; 125; 128; 130
MAIO,15,1 Re 10-11; 2 Cr 9
MAIO,16,Sl 72; 122; 124; 126; 129; 132
MAIO,17,Provérbios 1-3
MAIO,18,Provérbios 4-6
MAIO,19,Provérbios 7-9
MAIO,20,Provérbios 10-12
MAIO,21,Provérbios 13-15
MAIO,22,Provérbios 16-18
MAIO,23,Provérbios 19-21
MAIO,24,Provérbios 22-24
MAIO,25,Provérbios 25-27
MAIO,26,Provérbios 28-29
MAIO,27,Provérbios 30-31
MAIO,28,Eclesiastes 1-3
MAIO,29,Eclesiastes 4-6
MAIO,30,Eclesiastes 7-9
MAIO,31,Eclesiastes 10-12
JUNHO,01,Cânticos 1-2
JUNHO,02,Cânticos 3-4
JUNHO,03,Cânticos 5-6
JUNHO,04,Cânticos 7-8
JUNHO,05,1 Reis 12-14
JUNHO,06,1 Reis 15-16; 2 Cr 13-16
JUNHO,07,1 Reis 17-19
JUNHO,08,1 Reis 20-22
JUNHO,09,2 Reis 1-2
JUNHO,10,2 Reis 3-5
JUNHO,11,2 Reis 6-8
JUNHO,12,2 Reis 9-11
JUNHO,13,2 Reis 12-14
JUNHO,14,Obadias 1; Oséias 1-4
JUNHO,15,Oséias 5-8
JUNHO,16,Oséias 9-12
JUNHO,17,Oséias 13-14; Jonas 1-2
JUNHO,18,Jonas 3-4; Amós 1-3
JUNHO,19,Amós 4-6
JUNHO,20,Amós 7-9
JUNHO,21,2 Reis 15-16; 2 Cr 27
JUNHO,22,Isaías 1-4
JUNHO,23,Isaías 5-8
JUNHO,24,Isaías 9-12
JUNHO,25,Isaías 13-16
JUNHO,26,Isaías 17-20
JUNHO,27,Isaías 21-23
JUNHO,28,Isaías 24-27
JUNHO,29,Isaías 28-31
JUNHO,30,2 Reis 17-18
JULHO,01,Obadias 1; Sl 82-83
JULHO,02,2 Reis 1-4
JULHO,03,2 Reis 5-8
JULHO,04,2 Reis 9-11
JULHO,05,2 Reis 12-13; 2 Cr 24
JULHO,06,2 Reis 14; 2 Cr 25
JULHO,07,Jonas 1-4
JULHO,08,2 Reis 15; 2 Cr 26
JULHO,09,Isaías 1-4
JULHO,10,Isaías 5-8
JULHO,11,Amós 1-5
JULHO,12,Amós 6-9
JULHO,13,2 Cr 27; Isaías 9-12
JULHO,14,Miquéias 1-7
JULHO,15,2 Cr 28; 2 Rs 16-17
JULHO,16,Isaías 13-17
JULHO,17,Isaías 18-22
JULHO,18,Isaías 23-27
JULHO,19,2 Rs 18; 2 Cr 29-31; Sl 48
JULHO,20,Oséias 1-7
JULHO,21,Oséias 8-14
JULHO,22,Isaías 28-30
JULHO,23,Isaías 31-34
JULHO,24,Isaías 35-36
JULHO,25,Isaías 37-39; Sl 76
JULHO,26,Isaías 40-43
JULHO,27,Isaías 44-48
JULHO,28,2 Rs 19; Sl 46, 80, 135
JULHO,29,Isaías 49-53
JULHO,30,Isaías 54-58
JULHO,31,Isaías 59-63
AGOSTO,01,Isaías 64-66
AGOSTO,02,2 Reis 20-21
AGOSTO,03,2 Crônicas 32-33
AGOSTO,04,Naum 1-3
AGOSTO,05,2 Rs 22-23; 2 Cr 34-35
AGOSTO,06,Sofonias 1-3
AGOSTO,07,Jeremias 1-3
AGOSTO,08,Jeremias 4-6
AGOSTO,09,Jeremias 7-9
AGOSTO,10,Jeremias 10-13
AGOSTO,11,Jeremias 14-17
AGOSTO,12,Jeremias 18-22
AGOSTO,13,Jeremias 23-25
AGOSTO,14,Jeremias 26-29
AGOSTO,15,Jeremias 30-31
AGOSTO,16,Jeremias 32-34
AGOSTO,17,Jeremias 35-37
AGOSTO,18,Jeremias 38-40; Sl 74, 79
AGOSTO,19,2 Rs 24-25; 2 Cr 36
AGOSTO,20,Habacuque 1-3
AGOSTO,21,Jeremias 41-43
AGOSTO,22,Jeremias 44-46
AGOSTO,23,Jeremias 47-49
AGOSTO,24,Jeremias 50-52
AGOSTO,25,Lamentações 1-2
AGOSTO,26,Lamentações 3-5
AGOSTO,27,Ezequiel 1-4
AGOSTO,28,Ezequiel 5-8
AGOSTO,29,Ezequiel 9-12
AGOSTO,30,Ezequiel 13-15
AGOSTO,31,Ezequiel 16-17
SETEMBRO,01,Ezequiel 18-20
SETEMBRO,02,Ezequiel 21-22
SETEMBRO,03,Ezequiel 23-24
SETEMBRO,04,Ezequiel 25-27
SETEMBRO,05,Ezequiel 28-30
SETEMBRO,06,Ezequiel 31-33
SETEMBRO,07,Ezequiel 34-36
SETEMBRO,08,Ezequiel 37-39
SETEMBRO,09,Ezequiel 40-42
SETEMBRO,10,Ezequiel 43-45
SETEMBRO,11,Ezequiel 46-48
SETEMBRO,12,Joel 1-3
SETEMBRO,13,Daniel 1-3
SETEMBRO,14,Daniel 4-6
SETEMBRO,15,Daniel 7-9
SETEMBRO,16,Daniel 10-12
SETEMBRO,17,Esdras 1-3
SETEMBRO,18,Esdras 4-6; Sl 137
SETEMBRO,19,Ageu 1-2
SETEMBRO,20,Zacarias 1-4
SETEMBRO,21,Zacarias 5-9
SETEMBRO,22,Zacarias 10-14
SETEMBRO,23,Ester 1-5
SETEMBRO,24,Ester 6-10
SETEMBRO,25,Esdras 7-10
SETEMBRO,26,Neemias 1-5
SETEMBRO,27,Neemias 6-7
SETEMBRO,28,Neemias 8-10
SETEMBRO,29,Neemias 11-13; Sl 126
SETEMBRO,30,Malaquias 1-4
OUTUBRO,01,Lucas 1; João 1
OUTUBRO,02,Lucas 2; Mateus 2
OUTUBRO,03,Mateus 1; Mc 1; Lc 3
OUTUBRO,04,Mc 4; Lc 4-5
OUTUBRO,05,João 2-4
OUTUBRO,06,Mt 8; Mc 2
OUTUBRO,07,João 5
OUTUBRO,08,Mt 12; Mc 3; Lc 6
OUTUBRO,09,Mateus 5-7
OUTUBRO,10,Mateus 9; Lucas 7
OUTUBRO,11,Mateus 13; Lucas 8
OUTUBRO,12,Mateus 13; Lucas 11
OUTUBRO,13,Marcos 4-5
OUTUBRO,14,Mateus 10
OUTUBRO,15,Mt 14; Mc 6; Lc 9
OUTUBRO,16,João 6
OUTUBRO,17,Mt 15; Mc 7
OUTUBRO,18,Mt 16; Mc 8
OUTUBRO,19,Mt 17; Mc 9
OUTUBRO,20,Mateus 18
OUTUBRO,21,João 7-8
OUTUBRO,22,João 9-10
OUTUBRO,23,Lucas 10
OUTUBRO,24,Lucas 12-13
OUTUBRO,25,Lucas 14-15
OUTUBRO,26,Lucas 16-17
OUTUBRO,27,João 11
OUTUBRO,28,Lucas 18
OUTUBRO,29,Mt 19; Mc 10
OUTUBRO,30,Mateus 20-21
OUTUBRO,31,Lucas 19
NOVEMBRO,01,Lucas 19
NOVEMBRO,02,Marcos 11; João 12
NOVEMBRO,03,Lucas 20
NOVEMBRO,04,Mt 23; Lc 20-21
NOVEMBRO,05,Marcos 13
NOVEMBRO,06,Mateus 24
NOVEMBRO,07,Mateus 25
NOVEMBRO,08,Mt 26; Mc 14
NOVEMBRO,09,Lc 22; João 13
NOVEMBRO,10,João 14-17
NOVEMBRO,11,Mt 27; Mc 15
NOVEMBRO,12,Lc 23; João 18-19
NOVEMBRO,13,Mt 28; Mc 16
NOVEMBRO,14,Lc 24; João 20-21
NOVEMBRO,15,Atos 1-3
NOVEMBRO,16,Atos 4-6
NOVEMBRO,17,Atos 7-8
NOVEMBRO,18,Atos 9-10
NOVEMBRO,19,Atos 11-12
NOVEMBRO,20,Atos 13-14
NOVEMBRO,21,Tiago 1-5
NOVEMBRO,22,Atos 15-16
NOVEMBRO,23,Gálatas 1-3
NOVEMBRO,24,Gálatas 4-6
NOVEMBRO,25,Atos 17
NOVEMBRO,26,1 Tessalonicenses 1-5
NOVEMBRO,27,1 Coríntios 1-4
NOVEMBRO,28,Atos 18-19
NOVEMBRO,29,1 Coríntios 1-4
NOVEMBRO,30,1 Coríntios 5-8
DEZEMBRO,01,1 Coríntios 9-11
DEZEMBRO,02,1 Coríntios 12-14
DEZEMBRO,03,1 Coríntios 15-16
DEZEMBRO,04,2 Coríntios 1-4
DEZEMBRO,05,2 Coríntios 5-9
DEZEMBRO,06,2 Coríntios 10-13
DEZEMBRO,07,Romanos 1-3
DEZEMBRO,08,Romanos 4-7
DEZEMBRO,09,Romanos 8-10
DEZEMBRO,10,Romanos 11-13
DEZEMBRO,11,Romanos 14-16
DEZEMBRO,12,Atos 20-23
DEZEMBRO,13,Atos 24-26
DEZEMBRO,14,Atos 27-28
DEZEMBRO,15,Cl 1-4; Fm 1
DEZEMBRO,16,Efésios 1-6
DEZEMBRO,17,Filipenses 1-4
DEZEMBRO,18,1 Timóteo 1-6
DEZEMBRO,19,Tito 1-3
DEZEMBRO,20,1 Pedro 1-5
DEZEMBRO,21,Hebreus 1-5
DEZEMBRO,22,Hebreus 6-9
DEZEMBRO,23,Hebreus 10-13
DEZEMBRO,24,2 Timóteo 1-4
DEZEMBRO,25,2 Pedro 1-3; Judas 1
DEZEMBRO,26,1 João 1-5
DEZEMBRO,27,2 João 1; 3 João 1
DEZEMBRO,28,Apocalipse 1-5
DEZEMBRO,29,Apocalipse 6-11
DEZEMBRO,30,Apocalipse 12-17
DEZEMBRO,31,Apocalipse 18-22
