Mês,Dia,Leitura
MARÇO,17,Juízes 11-13
MARÇO,18,Juízes 14-16
MARÇO,19,Juízes 17-19
MARÇO,20,Juízes 20-21
MARÇO,21,Rute 1-4
MARÇO,22,1 Samuel 1-3
MARÇO,23,1 Samuel 4-7
MARÇO,24,1 Samuel 8-12
MARÇO,25,1 Samuel 13-14
MARÇO,26,1 Samuel 15-16
MARÇO,27,1 Samuel 17-18
MARÇO,28,1 Samuel 19-21
MARÇO,29,1 Samuel 22-24
MARÇO,30,1 Samuel 25-27
MARÇO,31,1 Samuel 28-31
ABRIL,01,2 Samuel 1-3
ABRIL,02,2 Samuel 4-7
ABRIL,03,2 Samuel 8-11
ABRIL,04,2 Samuel 12-13
ABRIL,05,2 Samuel 14-16
ABRIL,06,2 Samuel 17-19
ABRIL,07,2 Samuel 20-22
ABRIL,08,2 Samuel 23-24
ABRIL,09,1 Reis 1-2
ABRIL,10,1 Reis 3-5
ABRIL,11,1 Reis 6-7
ABRIL,12,1 Reis 8-9
ABRIL,13,1 Reis 10-12
ABRIL,14,1 Reis 13-15
ABRIL,15,1 Reis 16-18
ABRIL,16,1 Reis 19-20
ABRIL,17,1 Reis 21-22
ABRIL,18,2 Reis 1-3
ABRIL,19,2 Reis 4-5
ABRIL,20,2 Reis 6-8
ABRIL,21,2 Reis 9-10
ABRIL,22,2 Reis 11-13
ABRIL,23,2 Reis 14-16
ABRIL,24,2 Reis 17-18
ABRIL,25,2 Reis 19-21
ABRIL,26,2 Reis 22-23
ABRIL,27,2 Reis 24-25
ABRIL,28,1 Crônicas 1-2
ABRIL,29,1 Crônicas 3-4
ABRIL,30,1 Crônicas 5-6
MAIO,01,1 Crônicas 7-9
MAIO,02,1 Crônicas 10-12
MAIO,03,1 Crônicas 13-16
MAIO,04,1 Crônicas 17-19
MAIO,05,1 Crônicas 20-23
MAIO,06,1 Crônicas 24-26
MAIO,07,1 Crônicas 27-29
MAIO,08,2 Crônicas 1-4
MAIO,09,2 Crônicas 5-7
MAIO,10,2 Crônicas 8-11
MAIO,11,2 Crônicas 12-16
MAIO,12,2 Crônicas 17-20
MAIO,13,2 Crônicas 21-24
MAIO,14,2 Crônicas 25-28
MAIO,15,2 Crônicas 29-31
MAIO,16,2 Crônicas 32-34
MAIO,17,2 Crônicas 35-36
MAIO,18,Esdras 1-4
MAIO,19,Esdras 5-7
MAIO,20,Esdras 8-10
MAIO,21,Neemias 1-3
MAIO,22,Neemias 4-7
MAIO,23,Neemias 8-10
MAIO,24,Neemias 11-13
MAIO,25,Ester 1-5
MAIO,26,Ester 6-10
MAIO,27,Jó 1-4
MAIO,28,Jó 5-8
MAIO,29,Jó 9-12
MAIO,30,Jó 13-16
MAIO,31,Jó 17-20
JUNHO,01,Jó 21-24
JUNHO,02,Jó 25-30
JUNHO,03,Jó 31-34
JUNHO,04,Jó 35-38
JUNHO,05,Jó 39-42
JUNHO,06,Salmos 1-8
JUNHO,07,Salmos 9-17
JUNHO,08,Salmos 18-21
JUNHO,09,Salmos 22-27
JUNHO,10,Salmos 28-33
JUNHO,11,Salmos 34-37
JUNHO,12,Salmos 38-42
JUNHO,13,Salmos 43-49
JUNHO,14,Salmos 50-55
JUNHO,15,Salmos 56-61
JUNHO,16,Salmos 62-68
JUNHO,17,Salmos 69-72
JUNHO,18,Salmos 73-77
JUNHO,19,Salmos 78-80
JUNHO,20,Salmos 81-88
JUNHO,21,Salmos 89-94
JUNHO,22,Salmos 95-103
JUNHO,23,Salmos 104-106
JUNHO,24,Salmos 107-111
JUNHO,25,Salmos 112-118
JUNHO,26,Salmos 119
JUNHO,27,Salmos 120-133
JUNHO,28,Salmos 134-140
JUNHO,29,Salmos 141-150
JUNHO,30,Provérbios 1-3
JULHO,01,Provérbios 4-7
JULHO,02,Provérbios 8-11
JULHO,03,Provérbios 12-14
JULHO,04,Provérbios 15-17
JULHO,05,Provérbios 18-20
JULHO,06,Provérbios 21-23
JULHO,07,Provérbios 24-26
JULHO,08,Provérbios 27-29
JULHO,09,Provérbios 30-31
JULHO,10,Eclesiastes 1-4
JULHO,11,Eclesiastes 5-8
JULHO,12,Eclesiastes 9-12
JULHO,13,Cânticos 1-4
JULHO,14,Cânticos 5-8
JULHO,15,Isaías 1-3
JULHO,16,Isaías 4-8
JULHO,17,Isaías 9-11
JULHO,18,Isaías 12-14
JULHO,19,Isaías 15-19
JULHO,20,Isaías 20-24
JULHO,21,Isaías 25-28
JULHO,22,Isaías 29-31
JULHO,23,Isaías 32-34
JULHO,24,Isaías 35-37
JULHO,25,Isaías 38-40
JULHO,26,Isaías 41-43
JULHO,27,Isaías 44-46
JULHO,28,Isaías 47-49
JULHO,29,Isaías 50-52
JULHO,30,Isaías 53-56
JULHO,31,Isaías 57-59
AGOSTO,01,Isaías 60-63
AGOSTO,02,Isaías 64-66
AGOSTO,03,Jeremias 1-3
AGOSTO,04,Jeremias 4-5
AGOSTO,05,Jeremias 6-8
AGOSTO,06,Jeremias 9-11
AGOSTO,07,Jeremias 12-14
AGOSTO,08,Jeremias 15-17
AGOSTO,09,Jeremias 18-21
AGOSTO,10,Jeremias 22-24
AGOSTO,11,Jeremias 25-27
AGOSTO,12,Jeremias 28-30
AGOSTO,13,Jeremias 31-32
AGOSTO,14,Jeremias 33-36
AGOSTO,15,Jeremias 37-39
AGOSTO,16,Jeremias 40-43
AGOSTO,17,Jeremias 44-46
AGOSTO,18,Jeremias 47-48
AGOSTO,19,Jeremias 49
AGOSTO,20,Jeremias 50
AGOSTO,21,Jeremias 51-52
AGOSTO,22,Lamentações 1-2
AGOSTO,23,Lamentações 3-5
AGOSTO,24,Ezequiel 1-4
AGOSTO,25,Ezequiel 5-8
AGOSTO,26,Ezequiel 9-12
AGOSTO,27,Ezequiel 13-15
AGOSTO,28,Ezequiel 16-17
AGOSTO,29,Ezequiel 18-20
AGOSTO,30,Ezequiel 21-22
AGOSTO,31,Ezequiel 23-24
SETEMBRO,01,Ezequiel 25-27
SETEMBRO,02,Ezequiel 28-30
SETEMBRO,03,Ezequiel 31-32
SETEMBRO,04,Ezequiel 33-35
SETEMBRO,05,Ezequiel 36-38
SETEMBRO,06,Ezequiel 39-40
SETEMBRO,07,Ezequiel 41-43
SETEMBRO,08,Ezequiel 44-46
SETEMBRO,09,Ezequiel 47-48
SETEMBRO,10,Daniel 1-3
SETEMBRO,11,Daniel 4-5
SETEMBRO,12,Daniel 6-8
SETEMBRO,13,Daniel 9-12
SETEMBRO,14,Oséias 1-4
SETEMBRO,15,Oséias 5-9
SETEMBRO,16,Oséias 10-14
SETEMBRO,17,Joel 1-3
SETEMBRO,18,Amós 1-4
SETEMBRO,19,Amós 5-9
SETEMBRO,20,Obadias
SETEMBRO,21,Jonas 1-4
SETEMBRO,22,Miquéias 1-4
SETEMBRO,23,Miquéias 5-7
SETEMBRO,24,Naum 1-3
SETEMBRO,25,Habacuque 1-3
SETEMBRO,26,Sofonias 1-3
SETEMBRO,27,Ageu 1-2
SETEMBRO,28,Zacarias 1-5
SETEMBRO,29,Zacarias 6-10
SETEMBRO,30,Zacarias 11-14
OUTUBRO,01,Malaquias 1-4
OUTUBRO,02,Mateus 1-4
OUTUBRO,03,Mateus 5-6
OUTUBRO,04,Mateus 7-9
OUTUBRO,05,Mateus 10-11
OUTUBRO,06,Mateus 12-13
OUTUBRO,07,Mateus 14-17
OUTUBRO,08,Mateus 18-20
OUTUBRO,09,Mateus 21-22
OUTUBRO,10,Mateus 23-24
OUTUBRO,11,Mateus 25-26
OUTUBRO,12,Mateus 27-28
OUTUBRO,13,Marcos 1-3
OUTUBRO,14,Marcos 4-5
OUTUBRO,15,Marcos 6-7
OUTUBRO,16,Marcos 8-9
OUTUBRO,17,Marcos 10-11
OUTUBRO,18,Marcos 12-13
OUTUBRO,19,Marcos 14
OUTUBRO,20,Marcos 15-16
OUTUBRO,21,Lucas 1-2
OUTUBRO,22,Lucas 3-4
OUTUBRO,23,Lucas 5-6
OUTUBRO,24,Lucas 7-8
OUTUBRO,25,Lucas 9-10
OUTUBRO,26,Lucas 11-12
OUTUBRO,27,Lucas 13-15
OUTUBRO,28,Lucas 16-18
OUTUBRO,29,Lucas 19-20
OUTUBRO,30,Lucas 21-22
OUTUBRO,31,Lucas 23-24
NOVEMBRO,01,João 1-2
NOVEMBRO,02,João 3-4
NOVEMBRO,03,João 5-6
NOVEMBRO,04,João 7-8
NOVEMBRO,05,João 9-10
NOVEMBRO,06,João 11-12
NOVEMBRO,07,João 13-15
NOVEMBRO,08,João 16-17
NOVEMBRO,09,João 18-19
NOVEMBRO,10,João 20-21
NOVEMBRO,11,Atos 1-3
NOVEMBRO,12,Atos 4-5
NOVEMBRO,13,Atos 6-7
NOVEMBRO,14,Atos 8-9
NOVEMBRO,15,Atos 10-11
NOVEMBRO,16,Atos 12-13
NOVEMBRO,17,Atos 14-15
NOVEMBRO,18,Atos 16-17
NOVEMBRO,19,Atos 18-19
NOVEMBRO,20,Atos 20-21
NOVEMBRO,21,Atos 22-23
NOVEMBRO,22,Atos 24-26
NOVEMBRO,23,Atos 27-28
NOVEMBRO,24,Romanos 1-3
NOVEMBRO,25,Romanos 4-7
NOVEMBRO,26,Romanos 8-10
NOVEMBRO,27,Romanos 11-14
NOVEMBRO,28,Romanos 15-16
NOVEMBRO,29,1 Coríntios 1-4
NOVEMBRO,30,1 Coríntios 5-9
DEZEMBRO,01,1 Coríntios 10-13
DEZEMBRO,02,1 Coríntios 14-16
DEZEMBRO,03,2 Coríntios 1-4
DEZEMBRO,04,2 Coríntios 5-9
DEZEMBRO,05,2 Coríntios 10-13
DEZEMBRO,06,Gálatas 1-3
DEZEMBRO,07,Gálatas 4-6
DEZEMBRO,08,Efésios 1-3
DEZEMBRO,09,Efésios 4-6
DEZEMBRO,10,Filipenses 1-4
DEZEMBRO,11,Colossenses 1-4
DEZEMBRO,12,1 Tessalonicenses 1-5
DEZEMBRO,13,2 Tessalonicenses 1-3
DEZEMBRO,14,1 Timóteo 1-6
DEZEMBRO,15,2 Timóteo 1-4
DEZEMBRO,16,Filemom; Tito 1-3
DEZEMBRO,17,Hebreus 1-4
DEZEMBRO,18,Hebreus 5-8
DEZEMBRO,19,Hebreus 9-10
DEZEMBRO,20,Hebreus 11-13
DEZEMBRO,21,Tiago 1-5
DEZEMBRO,22,1 Pedro 1-5; 2 Pedro 1-3
DEZEMBRO,23,1 João 1-5
DEZEMBRO,24,2 João; 3 João; Judas
DEZEMBRO,25,Apocalipse 1-3
DEZEMBRO,26,Apocalipse 4-7
DEZEMBRO,27,Apocalipse 8-11
DEZEMBRO,28,Apocalipse 12-14
DEZEMBRO,29,Apocalipse 15-17
DEZEMBRO,30,Apocalipse 18-19
DEZEMBRO,31,Apocalipse 20-22
